	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3
Cluster-7853.32940	1	0	0	5	0	3	0	2	1	2	2	2
Cluster-7853.32941	2185	2532	3916	6226	8802	6197	2876	3508	3196	6057	5896	8180
Cluster-7853.32942	3	3	2	1	0	0	8	3	1	2	0	2
Cluster-7853.32943	249	212	235	160	102	122	186	234	228	140	139	164
Cluster-7853.32944	0	0	0	0	0	0	2	0	1	0	0	4
Cluster-7853.32945	2	3	0	45	0	62	6	2	1	7	12	15
Cluster-7853.32946	92	609	2960	4701	6565	4991	1710	1961	1298	3646	2651	12
Cluster-7853.32947	3	0	13	46	66	63	8	16	17	70	51	24
Cluster-7853.32948	115	163	199	58	45	22	287	279	240	30	45	34
Cluster-7853.32949	0	8	3	25	19	14	0	0	1	0	0	0
Cluster-7853.32950	0	0	0	1	0	3	39	35	1	0	3	1
Cluster-7853.32951	1	1	4	3	2	1	1	2	3	1	1	2
Cluster-7853.32952	15	40	37	540	772	471	131	37	202	258	147	249
Cluster-7853.32953	3	0	0	2	0	1	0	0	0	0	3	0
Cluster-7853.32954	3	5	1	22	20	10	2	2	6	6	11	15
Cluster-7853.32955	3	2	0	3	0	2	0	0	0	0	0	0
Cluster-7853.32956	3	4	2	3	3	1	2	1	3	2	2	3
Cluster-7853.32957	13	2	7	6	8	6	4	7	10	1	3	1
Cluster-7853.32958	75	109	97	158	129	74	32	81	81	35	85	51
Cluster-7853.32959	10	28	1057	62	40	17	329	1082	250	217	54	109
Cluster-7853.32960	2	1	0	4	4	0	1	0	2	1	0	3
Cluster-7853.32961	7	0	0	0	0	0	3	4	7	7	2	3
Cluster-7853.32962	105	52	27	42	18	24	66	64	27	36	65	47
Cluster-7853.32963	6	5	6	8	8	0	2	0	0	5	4	5
Cluster-7853.32964	0	0	0	0	0	0	1	5	9	5	7	0
Cluster-7853.32965	2	4	1	5	10	1	0	0	2	1	0	1
Cluster-7853.32966	2	0	2	0	0	0	0	5	0	0	0	1
Cluster-7853.32967	0	2	2	1	0	0	0	2	1	0	0	0
Cluster-7853.32968	4	20	13	1	9	9	3	1	2	0	0	0
Cluster-7853.32969	0	0	0	8	19	15	7	2	3	8	3	5
Cluster-7853.32970	61	90	60	80	58	33	40	58	79	31	46	41
Cluster-7853.32971	4	2	2	5	0	6	0	1	0	0	0	0
Cluster-7853.32972	0	4	4	0	0	1	1	3	0	4	3	6
Cluster-7853.32973	197	217	189	231	224	185	206	226	228	182	189	179
Cluster-7853.32974	170	151	141	266	211	184	97	127	130	187	156	195
Cluster-7853.32975	21	4	5	7	5	5	9	14	4	21	6	23
Cluster-7853.32976	37	0	1	0	0	0	21	22	7	0	0	0
Cluster-7853.32977	169	80	79	127	92	117	106	91	48	70	92	98
Cluster-7853.32978	8	3	0	2	2	2	28	5	12	4	39	4
Cluster-7853.32979	294	279	320	242	196	85	218	407	393	153	164	211
Cluster-7853.32980	83	40	17	4	8	9	43	44	24	6	43	11
Cluster-7853.32981	134	118	89	57	49	31	129	169	156	82	121	76
Cluster-7853.32982	2	2	3	1	1	0	0	4	4	1	2	0
Cluster-7853.32983	0	2	1	1	0	0	0	8	0	0	0	0
Cluster-7853.32984	0	0	0	0	0	1	4	9	3	2	5	10
Cluster-7853.32985	1	3	2	4	4	3	3	19	21	2	12	3
Cluster-7853.32986	250	128	138	144	149	115	287	278	187	127	146	90
Cluster-7853.32987	56	49	55	28	23	19	16	44	53	13	17	18
Cluster-7853.32988	0	2	3	34	15	8	0	3	3	26	11	68
Cluster-7853.32989	3	6	472	42	19	45	1207	201	1506	112	101	183
Cluster-7853.32990	3	4	9	2	4	4	5	7	5	1	12	8
Cluster-7853.32991	0	0	2	1	1	2	0	2	0	0	0	3
Cluster-7853.32992	0	0	4	3	3	4	0	0	0	0	1	2
Cluster-7853.32993	0	0	0	24	7	1	0	1	0	11	43	15
Cluster-7853.32994	14	28	26	61	47	31	12	35	44	60	28	75
Cluster-7853.32995	0	0	0	2	1	1	0	0	0	0	0	0
Cluster-7853.32996	0	0	0	1	1	0	0	0	3	1	8	0
Cluster-7853.32997	36	63	44	19	28	17	57	99	86	25	15	40
Cluster-7853.32998	16	8	4	0	2	2	17	15	5	18	28	4
Cluster-7853.32999	5	6	0	2	0	1	50	0	0	0	0	0
Cluster-7853.33000	33	44	8	15	5	12	34	13	6	3	2	1
Cluster-7853.33001	396	325	336	316	300	521	257	336	143	308	399	318
Cluster-7853.33002	0	14	5	0	2	24	28	16	9	7	1	4
Cluster-7853.33003	19	54	44	62	32	34	13	22	8	26	12	28
Cluster-7853.33004	0	3	1	34	11	9	1	6	5	34	29	65
Cluster-7853.33005	0	0	1	0	0	0	0	3	1	0	0	0
Cluster-7853.33006	1	0	0	3	0	1	1	1	1	0	0	0
Cluster-7853.33007	151	172	151	253	216	136	84	133	136	185	152	212
Cluster-7853.33008	4	0	6	10	8	1	2	0	1	1	0	0
Cluster-7853.33009	309	260	327	858	606	558	615	541	449	453	471	494
Cluster-7853.33010	33	39	30	34	30	23	38	38	57	21	21	33
Cluster-7853.33011	619	440	603	237	209	229	881	676	453	227	192	204
Cluster-7853.33012	1	0	0	4	1	0	0	1	1	3	1	1
Cluster-7853.33013	2	1	2	2	0	2	10	6	5	9	2	7
Cluster-7853.33014	5	1	2	1	0	1	1	3	1	1	3	1
Cluster-7853.33015	2	1	0	5	1	0	8	1	0	0	7	1
Cluster-7853.33016	106	133	143	161	180	109	163	181	165	101	99	109
Cluster-7853.33017	123	86	95	263	185	204	157	142	80	149	202	211
Cluster-7853.33018	12	11	9	25	21	15	8	7	8	4	6	4
Cluster-7853.33019	4	2	6	9	8	4	4	5	4	6	0	8
Cluster-7853.33020	0	0	0	0	1	0	0	1	3	0	1	1
Cluster-7853.33021	10329	12945	13505	12174	9596	11639	13232	13572	11233	12609	12682	14304
Cluster-7853.33022	350	257	510	2583	2499	1954	399	307	864	2021	1772	884
Cluster-7853.33023	1	1	0	0	0	0	9	0	1	7	6	0
Cluster-7853.33024	4	0	1	5	2	1	1	0	0	0	0	0
Cluster-7853.33025	187	254	219	202	186	333	163	421	551	367	239	263
Cluster-7853.33026	59	99	91	84	96	47	40	66	117	38	33	59
Cluster-7853.33027	88	201	411	347	425	183	141	245	378	176	171	245
Cluster-7853.33028	13	49	15	13	9	4	6	17	19	8	3	6
Cluster-7853.33029	10	2	2	0	0	0	0	0	0	0	0	0
Cluster-7853.33030	0	0	0	2	2	0	0	1	4	0	0	2
Cluster-7853.33031	0	0	0	0	2	0	3	4	1	0	0	0
Cluster-7853.33032	0	2	36	2	4	3	38	142	54	6	2	5
Cluster-7853.33033	53	4	1	3	2	1	3	0	3	0	0	1
Cluster-7853.33034	52	28	25	19	21	25	24	14	13	10	40	30
Cluster-7853.33035	107	59	29	16	11	19	58	69	10	8	34	23
Cluster-7853.33036	234	137	77	90	91	71	155	142	108	51	76	82
Cluster-7853.33037	39	75	76	128	103	74	14	43	73	103	63	94
Cluster-7853.33038	430	305	314	264	294	324	414	454	385	293	356	288
Cluster-7853.33039	227	111	100	38	29	64	175	155	74	58	100	71
Cluster-7853.33040	1750	1641	1237	1123	919	838	1167	1261	1050	1237	929	1379
Cluster-7853.33041	0	1	1	0	0	0	3	0	1	3	5	1
Cluster-7853.33042	47	35	34	46	72	32	27	34	21	34	45	35
Cluster-7853.33043	1	6	3	2	4	1	0	1	3	2	0	0
Cluster-7853.33044	1	0	4	46	38	64	38	7	13	49	38	13
Cluster-7853.33045	0	6	5	1	2	0	2	1	2	0	0	0
Cluster-7853.33046	0	2	2	2	2	1	0	18	3	0	2	8
Cluster-7853.33047	40	45	108	111	179	130	95	115	121	191	108	125
Cluster-7853.33048	2616	1925	2495	2659	2493	2614	3168	2128	1437	2112	2686	1983
Cluster-7853.33049	1	1	4	0	3	1	0	0	0	0	0	0
Cluster-7853.33050	2292	1148	724	411	618	391	1466	998	773	342	314	347
Cluster-7853.33051	0	0	0	0	0	0	7	3	5	0	0	1
Cluster-7853.33052	97	65	116	42	82	24	165	138	92	35	76	54
Cluster-7853.33053	317	592	5125	1225	1121	895	1460	3910	3583	2374	2208	2229
Cluster-7853.33054	1019	1009	861	794	741	754	1240	1242	966	805	587	886
Cluster-7853.33055	0	0	0	0	0	0	0	0	19	1	1	2
Cluster-7853.33056	32	70	46	48	40	39	20	52	46	37	20	26
Cluster-7853.33057	0	1	0	2	0	0	17	12	5	0	5	0
Cluster-7853.33058	0	12	0	0	0	0	6	2	2	13	2	3
Cluster-7853.33059	3	2	0	1	1	1	4	11	6	3	4	4
Cluster-7853.33060	1	8	1	1	0	0	0	0	0	1	0	0
Cluster-7853.33061	3324	4745	5025	14629	11904	12425	10257	7981	12408	5933	4738	5935
Cluster-7853.33062	406	229	290	244	201	158	405	277	172	154	196	185
Cluster-7853.33063	0	2	0	0	1	2	2	2	4	2	2	0
Cluster-7853.33064	4	22	11	7	15	4	0	0	0	0	0	0
Cluster-7853.33065	0	4	2	2	1	3	4	5	3	4	4	2
Cluster-7853.33066	3	2	3	0	1	0	0	4	1	0	1	0
Cluster-7853.33067	1	14	4	4	3	5	3	0	1	0	0	7
Cluster-7853.33068	0	2	0	0	2	0	45	5	15	20	4	58
Cluster-7853.33069	0	10	0	0	9	0	1	3	2	1	4	0
Cluster-7853.33070	0	0	0	1	0	0	1	0	0	7	0	0
Cluster-7853.33071	16	41	34	56	30	24	8	13	38	11	21	40
Cluster-7853.33072	185	289	186	142	113	140	238	271	176	119	102	111
Cluster-7853.33073	54	33	397	7735	4695	3921	56	514	1836	9770	5273	6618
Cluster-7853.33074	21	11	251	7640	3463	2108	22	324	872	10358	4536	7456
Cluster-7853.33075	117	248	191	422	231	201	72	503	403	231	161	568
Cluster-7853.33076	1	4	2	3	2	2	2	8	11	7	3	5
Cluster-7853.33077	2	0	0	1	1	0	1	0	2	0	1	0
Cluster-7853.33078	546	389	344	260	195	238	275	294	216	171	292	193
Cluster-7853.33079	2	1	4	1	0	3	6	7	1	0	0	0
Cluster-7853.33080	22	257	5	5	20	2	0	6	78	4	15	1
Cluster-7853.33081	574	511	86	607	1014	1037	48	74	180	515	652	367
Cluster-7853.33082	10	29	12	2	12	6	4	11	18	14	6	9
Cluster-7853.33083	1	5	1	1	1	0	2	3	2	0	2	0
Cluster-7853.33084	3	8	0	0	0	0	0	0	0	0	0	0
Cluster-7853.33085	20	26	12	8	1	5	4	12	9	3	2	2
Cluster-7853.33086	2	3	1	3	1	3	1	1	0	0	1	1
Cluster-7853.33087	64	60	226	803	1311	461	409	692	203	877	593	602
Cluster-7853.33088	0	0	1	2	1	2	3	3	6	6	0	1
Cluster-7853.33089	8	14	0	0	0	0	1	1	0	0	0	0
Cluster-7853.33090	0	0	0	0	0	0	0	0	5	0	18	2
Cluster-7853.33091	95	78	63	46	43	39	88	94	77	50	64	58
Cluster-7853.33092	0	0	0	2	3	0	0	0	0	0	0	1
Cluster-7853.33093	1	0	1	2	0	0	2	0	0	2	2	0
Cluster-7853.33094	9	9	17	3	4	2	5	16	5	9	3	2
Cluster-7853.33095	22	15	31	11	10	8	12	17	14	10	11	13
Cluster-7853.33096	265	328	342	642	566	480	251	328	315	433	400	600
Cluster-7853.33097	434	550	673	911	734	618	505	804	604	689	474	886
Cluster-7853.33098	13	2	8	1	18	4	9	0	22	0	0	0
Cluster-7853.33099	883	836	820	540	382	300	789	847	892	393	406	499
Cluster-7853.33100	1427	1179	1226	1372	1207	804	1151	1202	1314	947	804	1134
Cluster-7853.33101	2	0	2	6	2	1	0	1	3	7	2	4
Cluster-7853.33102	0	0	2	4	1	0	0	0	0	0	0	0
Cluster-7853.33103	0	35	26	32	18	14	8	36	40	1	12	14
Cluster-7853.33104	698	672	845	578	565	435	860	915	857	652	559	655
Cluster-7853.33105	0	1	0	0	0	0	1	1	3	1	2	4
Cluster-7853.33106	0	0	5	1	0	0	23	17	3	1	0	1
Cluster-7853.33107	0	2	0	3	3	2	0	0	2	0	0	1
Cluster-7853.33108	0	0	1	1	1	0	2	3	3	0	2	2
Cluster-7853.33109	1	2	1	0	0	0	0	1	0	1	1	0
Cluster-7853.33110	1	1	1	0	0	0	0	2	4	37	0	0
Cluster-7853.33111	0	4	4	0	5	0	12	0	44	0	1	0
Cluster-7853.33112	220	185	396	333	239	230	243	332	387	283	347	364
Cluster-7853.33113	67	109	205	91	132	59	92	106	89	66	98	88
Cluster-7853.33114	43	16	14	23	11	25	47	55	8	27	48	33
Cluster-7853.33115	0	4	12	2	0	0	2	6	15	6	2	5
Cluster-7853.33116	837	874	573	773	720	460	285	524	791	421	385	675
Cluster-7853.33117	0	10	18	0	8	10	1	0	5	0	5	0
Cluster-7853.33118	0	1	4	2	1	2	9	9	10	2	3	11
Cluster-7853.33119	435	251	187	173	175	209	201	175	144	169	190	141
Cluster-7853.33120	0	6	0	0	0	9	1	0	0	0	0	0
Cluster-7853.33121	22	70	92	202	102	127	30	76	131	214	52	149
Cluster-7853.33122	2	29	4	33	21	35	4	2	32	10	3	8
Cluster-7853.33123	0	0	0	0	0	0	7	1	4	5	2	3
Cluster-7853.33124	0	1	0	1	0	0	9	12	10	0	10	0
Cluster-7853.33125	0	0	0	1	11	0	0	0	0	1	0	0
Cluster-7853.33126	4	6	3	1	2	1	1	7	2	1	1	1
Cluster-7853.33127	0	0	1	2	4	3	0	0	0	0	0	0
Cluster-7853.33128	0	0	0	1	0	0	0	0	0	0	0	3
Cluster-7853.33129	2	11	16	78	73	42	15	7	7	58	58	64
Cluster-7853.33130	2173	2776	2593	3201	3174	3220	2327	2670	2544	3261	3140	3097
Cluster-7853.33131	0	5	4	16	8	1	12	5	3	10	7	5
Cluster-7853.33132	2	3	3	1	2	1	3	1	1	1	0	13
Cluster-7853.33133	1	1	1	6	1	3	0	0	3	0	0	0
Cluster-7853.33134	5226	9226	2150	1858	939	545	1491	1692	2897	1631	928	1296
Cluster-7853.33135	0	0	0	0	0	0	0	3	0	1	2	0
Cluster-7853.33136	31	8	10	27	13	14	19	19	2	8	12	17
Cluster-7853.33137	3	11	1	2	3	3	118	31	48	17	30	78
Cluster-7853.33138	0	17	0	5	2	3	1	0	0	0	0	0
Cluster-7853.33139	0	0	0	1	4	0	0	0	0	0	0	0
Cluster-7853.33140	7	19	0	0	0	0	0	0	0	0	0	0
Cluster-7853.33141	0	5	2	0	0	3	0	0	2	0	1	0
Cluster-7853.33142	2	31	44	38	29	34	11	31	49	23	5	34
Cluster-7853.33143	2	2	3	2	0	0	0	0	3	0	0	0
Cluster-7853.33144	0	12	6	7	3	4	0	4	0	1	0	0
Cluster-7853.33145	1	1	0	0	0	0	10	11	2	5	0	6
Cluster-7853.33146	3	1	1	3	0	2	3	1	3	1	6	2
Cluster-7853.33147	1	4	0	0	2	0	4	6	0	3	7	0
Cluster-7853.33148	260	184	344	741	424	292	422	456	450	874	541	1088
Cluster-7853.33149	0	1	0	0	0	0	14	1	6	0	0	7
Cluster-7853.33150	785	478	1222	923	992	845	1357	1287	1253	625	771	780
Cluster-7853.33151	1	0	6	0	0	0	1	3	2	3	0	0
Cluster-7853.33152	5	1	1	2	1	0	3	0	0	13	4	7
Cluster-7853.33153	0	4	0	1	3	4	3	0	0	3	0	0
Cluster-7853.33154	4	3	10	22	21	17	19	24	20	13	16	19
Cluster-7853.33155	12	5	4	10	11	0	3	9	6	2	1	1
Cluster-7853.33156	0	1	49	14	9	7	57	74	83	67	6	9
Cluster-7853.33157	46	34	39	14	23	29	51	46	19	50	36	36
Cluster-7853.33158	69	81	91	60	64	64	75	110	66	52	43	31
Cluster-7853.33159	26	35	50	31	31	30	31	53	25	31	30	19
Cluster-7853.33160	4	1	3	3	2	3	14	2	7	2	0	2
Cluster-7853.33161	33	37	17	7	8	6	15	12	18	5	7	11
Cluster-7853.33162	0	2	0	0	0	0	1	1	0	3	2	1
Cluster-7853.33163	242	194	132	267	240	256	107	231	184	197	199	234
Cluster-7853.33164	5	29	10	23	12	11	5	7	23	27	29	9
Cluster-7853.33165	0	48	0	0	10	13	12	3	3	2	3	3
Cluster-7853.33166	85	146	108	144	123	110	61	118	97	82	82	88
Cluster-7853.33167	651	421	199	230	217	187	232	272	134	119	218	155
Cluster-7853.33168	1	1	1	1	0	1	1	1	1	2	1	2
Cluster-7853.33169	7	2	1	6	10	1	4	2	1	1	1	0
Cluster-7853.33170	211	158	189	120	113	79	185	161	162	89	97	82
Cluster-7853.33171	1	1	0	1	0	0	12	13	0	5	8	1
Cluster-7853.33172	60	45	58	46	31	30	37	60	57	21	30	25
Cluster-7853.33173	9	17	3	15	3	7	18	11	12	6	13	10
Cluster-7853.33174	1372	573	62	57	59	40	88	99	57	25	57	31
Cluster-7853.33175	1668	1617	915	1093	855	777	954	1089	862	1485	1280	1260
Cluster-7853.33176	31	15	26	51	54	60	60	22	37	17	18	35
Cluster-7853.33177	2898	1512	258	23	32	17	457	687	474	86	40	77
Cluster-7853.33178	484	554	734	154	103	100	558	626	566	163	158	192
Cluster-7853.33179	18	53	56	15	14	8	144	112	73	23	31	40
Cluster-7853.33180	370	558	488	877	723	673	462	271	476	683	728	760
Cluster-7853.33181	4	6	0	18	4	4	6	5	3	3	15	2
Cluster-7853.33182	1	0	0	4	3	2	3	0	0	1	3	1
Cluster-7853.33183	4	3	6	1	0	0	6	15	3	0	1	0
Cluster-7853.33184	0	3	2	0	1	1	1	1	1	1	1	2
Cluster-7853.33185	5	26	64	35	23	33	6	138	86	68	38	80
Cluster-7853.33186	6	2	5	2	0	1	0	1	0	1	0	0
Cluster-7853.33187	1	0	1	1	0	0	1	1	7	1	0	1
Cluster-7853.33188	0	2	8	24	13	13	11	33	19	22	7	6
Cluster-7853.33189	64	55	57	528	894	349	94	122	41	641	264	719
Cluster-7853.33190	0	1	2	0	2	1	0	0	3	0	1	0
Cluster-7853.33191	25	5	7	11	9	18	4	2	2	0	3	0
Cluster-7853.33192	528	555	254	258	187	261	336	268	232	262	243	365
Cluster-7853.33193	5	14	10	144	39	21	4	10	13	50	16	80
Cluster-7853.33194	384	520	483	1183	622	419	252	449	461	454	472	798
Cluster-7853.33195	218	223	218	807	408	244	189	286	217	330	281	568
Cluster-7853.33196	120	92	88	481	239	114	88	161	77	229	197	361
Cluster-7853.33197	63	218	58	2764	1150	815	92	72	63	1792	1794	2661
Cluster-7853.33198	51	111	96	86	54	67	61	104	113	50	50	67
Cluster-7853.33199	0	5	1	0	0	0	0	0	0	6	14	0
Cluster-7853.33200	3	1	0	4	0	3	0	0	0	0	0	0
Cluster-7853.33201	0	0	1	0	0	0	0	7	0	0	0	1
Cluster-7853.33202	5	3	0	0	0	2	0	6	0	0	1	1
Cluster-7853.33203	420	571	676	723	546	432	500	558	1035	604	650	800
Cluster-7853.33204	1	3	0	1	1	1	0	0	4	0	0	0
Cluster-7853.33205	374	388	308	174	128	97	132	256	171	145	159	212
Cluster-7853.33206	1	24	18	0	3	7	83	82	41	0	0	13
Cluster-7853.33207	829	820	589	873	530	601	549	727	679	521	571	768
Cluster-7853.33208	925	906	1531	2202	2289	1723	546	935	1090	1118	1354	1587
Cluster-7853.33209	0	1	0	3	3	2	4	0	1	0	15	2
Cluster-7853.33210	1	2	0	1	4	0	0	2	0	0	0	0
Cluster-7853.33211	330	204	99	15	14	53	43	32	17	13	23	11
Cluster-7853.33212	279	182	106	48	27	76	111	43	47	34	67	26
Cluster-7853.33213	311	232	115	24	30	74	101	35	17	23	45	23
Cluster-7853.33214	0	0	5	3	8	3	0	2	0	0	0	0
Cluster-7853.33215	138	227	981	306	218	262	116	1011	548	415	288	778
Cluster-7853.33216	0	0	1	1	1	0	7	0	0	0	2	0
Cluster-7853.33217	53	95	85	0	0	100	82	0	9	15	45	0
Cluster-7853.33218	56	17	20	12	3	7	18	15	15	8	19	5
Cluster-7853.33219	474	525	467	513	444	301	307	443	515	358	359	501
Cluster-7853.33220	0	6	3	0	10	0	0	0	1	1	1	0
Cluster-7853.33221	0	1	0	0	0	0	0	2	0	1	3	0
Cluster-7853.33222	16	2	14	0	0	1	0	19	0	34	32	1
Cluster-7853.33223	9	15	11	28	21	11	25	24	19	39	85	23
Cluster-7853.33224	51	62	54	97	67	52	84	105	64	36	65	79
Cluster-7853.33225	1	0	0	0	0	0	0	0	0	11	10	1
Cluster-7853.33226	0	0	0	0	0	0	0	21	0	6	6	2
Cluster-7853.33227	134	76	46	76	68	64	94	86	47	32	82	51
Cluster-7853.33228	0	2	0	0	0	0	7	0	0	1	0	0
Cluster-7853.33229	10	3	8	2	3	9	7	3	3	7	6	4
Cluster-7853.33230	728	861	819	599	492	435	798	898	782	510	413	530
Cluster-7853.33231	4	8	2	0	1	9	2	5	2	1	2	8
Cluster-7853.33232	519	534	322	274	269	208	385	369	318	286	307	317
Cluster-7853.33233	0	0	0	9	29	5	0	0	1	2	1	3
Cluster-7853.33234	5	2	1	24	125	25	2	3	2	27	14	17
Cluster-7853.33235	78	119	135	221	252	201	117	148	136	150	240	181
Cluster-7853.33236	0	0	3	1	4	2	2	0	2	0	0	11
Cluster-7853.33237	18	33	29	34	27	21	8	14	32	35	36	47
Cluster-7853.33238	129	232	215	182	137	117	108	183	287	112	111	110
Cluster-7853.33239	9	7	0	0	0	0	0	0	0	0	0	0
Cluster-7853.33240	703	473	536	371	308	465	853	713	471	459	428	375
Cluster-7853.33241	1320	1583	28	2	8	28	34	91	31	17	10	19
Cluster-7853.33242	142	114	81	76	52	47	73	70	63	45	46	54
Cluster-7853.33243	93	68	88	64	59	59	126	107	91	73	77	76
Cluster-7853.33244	2	5	11	9	11	13	19	10	8	14	52	23
Cluster-7853.33245	7	9	14	12	7	8	6	21	32	4	7	0
Cluster-7853.33246	3	3	4	4	4	2	3	3	19	4	0	0
Cluster-7853.33247	70	38	13	24	19	39	19	20	13	20	20	22
Cluster-7853.33248	27	23	21	40	36	30	42	43	32	34	33	26
Cluster-7853.33249	0	0	0	0	0	2	0	3	3	2	1	0
Cluster-7853.33250	0	1	9	12	5	7	1	3	7	13	5	16
Cluster-7853.33251	87	191	133	100	126	76	42	77	108	106	87	90
Cluster-7853.33252	9	5	10	3	0	5	2	1	3	2	4	0
Cluster-7853.33253	318	260	161	69	22	50	32	60	89	88	71	55
Cluster-7853.33254	316	268	66	29	42	14	31	18	43	33	22	24
Cluster-7853.33255	85	158	70	59	156	77	37	43	71	50	55	53
Cluster-7853.33256	703	567	86	19	8	4	35	22	8	8	8	7
Cluster-7853.33257	1104	912	165	21	23	11	44	32	24	10	7	7
Cluster-7853.33258	397	488	902	530	182	385	290	514	727	661	426	560
Cluster-7853.33259	45	24	3	9	16	25	5	2	7	9	18	6
Cluster-7853.33260	583	416	247	556	562	398	307	329	290	285	445	390
Cluster-7853.33261	1833	2105	1363	1444	1503	1126	1138	1037	1832	1318	914	1498
Cluster-7853.33262	1	0	2	0	0	0	1	0	3	0	2	2
Cluster-7853.33263	7	0	1	4	1	1	2	2	0	1	1	0
Cluster-7853.33264	0	3	0	0	0	1	0	5	1	0	0	0
Cluster-7853.33265	1000	407	685	4289	5649	4957	1239	887	652	3409	4710	3155
Cluster-7853.33266	0	0	0	1	0	4	0	3	2	0	1	0
Cluster-7853.33267	21	12	1	5	7	5	4	14	11	7	10	9
Cluster-7853.33268	60	40	91	151	88	77	74	99	78	69	113	48
Cluster-7853.33269	26	226	2	9	6	7	3	2	1	2	10	12
Cluster-7853.33270	7	1	0	3	0	0	0	0	0	1	0	0
Cluster-7853.33271	4	4	1	3	2	0	6	1	1	3	0	2
Cluster-7853.33272	915	708	718	761	701	719	1039	794	870	639	651	719
Cluster-7853.33273	1	3	0	3	0	0	1	3	0	0	1	1
Cluster-7853.33274	101	62	121	36	39	68	57	59	53	30	40	41
Cluster-7853.33275	44	75	65	80	85	78	135	132	120	69	78	81
Cluster-7853.33276	1	2	0	0	0	4	2	0	1	1	3	0
Cluster-7853.33277	0	1	2	0	1	0	4	17	5	6	9	6
Cluster-7853.33278	3	1	0	1	3	6	2	0	0	1	1	0
Cluster-7853.33279	0	4	0	3	5	3	1	0	0	0	2	0
Cluster-7853.33280	1	2	2	42	263	6	72	68	99	95	63	65
Cluster-7853.33281	15	44	39	31	38	25	14	30	18	11	18	8
Cluster-7853.33282	10	7	3	9	3	2	7	4	1	4	1	4
Cluster-7853.33283	104	127	182	111	90	136	88	162	125	80	122	97
Cluster-7853.33284	10	5	13	7	10	11	7	21	9	7	8	8
Cluster-7853.33285	31	268	1450	818	321	264	169	910	751	1308	152	918
Cluster-7853.33286	0	2	6	0	0	1	0	0	0	0	2	0
Cluster-7853.33287	0	2	1	0	0	1	0	9	4	0	0	15
Cluster-7853.33288	11	12	13	25	24	25	9	6	11	26	24	24
Cluster-7853.33289	0	1	0	5	1	1	0	0	0	3	3	5
Cluster-7853.33290	9	11	14	9	5	8	6	13	12	6	3	8
Cluster-7853.33291	36	64	65	55	53	35	16	82	91	32	34	39
Cluster-7853.33292	18	21	3	3	8	9	7	16	3	6	4	10
Cluster-7853.33293	0	10	0	0	0	0	0	0	0	0	0	0
Cluster-7853.33294	1	0	2	303	241	357	2	4	2	587	481	810
Cluster-7853.33295	1	0	4	129	142	190	0	1	2	194	170	238
Cluster-7853.33296	1	2	4	164	85	187	3	2	2	423	387	572
Cluster-7853.33297	0	2	0	46	8	40	0	0	1	108	121	121
Cluster-7853.33298	0	0	1	125	176	234	2	4	1	237	225	313
Cluster-7853.33299	119	115	133	432	339	424	114	115	45	278	400	283
Cluster-7853.33300	5	6	1	2	3	7	3	0	3	2	0	2
Cluster-7853.33301	2	4	0	0	0	0	0	3	0	0	0	0
Cluster-7853.33302	4	1	5	1	1	2	1	2	3	0	0	0
Cluster-7853.33303	6	6	8	11	7	4	2	5	4	3	6	4
Cluster-7853.33304	0	12	16	0	5	11	41	20	2	3	2	4
Cluster-7853.33305	0	0	1	0	1	0	6	0	11	1	2	2
Cluster-7853.33306	209	136	565	294	300	310	209	89	214	279	131	265
Cluster-7853.33307	72	45	51	30	16	29	27	30	26	8	10	16
Cluster-7853.33308	381	289	300	240	135	157	262	255	235	190	157	218
Cluster-7853.33309	5	3	0	1	2	1	0	0	0	0	1	0
Cluster-7853.33310	554	447	174	209	181	215	400	405	233	108	328	172
Cluster-7853.33311	85	130	65	84	72	63	66	98	74	52	81	74
Cluster-7853.33312	94	180	114	247	164	138	134	157	162	161	112	174
Cluster-7853.33313	256	589	775	547	554	414	808	836	848	695	720	650
Cluster-7853.33314	1	10	0	4	2	5	3	2	3	2	0	11
Cluster-7853.33315	1578	1549	1535	1924	1905	1557	1493	1448	1221	1599	1385	1659
Cluster-7853.33316	23	15	30	22	14	0	1	2	8	16	2	6
Cluster-7853.33317	1	1	2	3	1	3	1	1	1	2	1	1
Cluster-7853.33318	0	6	5	0	2	1	1	6	8	1	1	0
Cluster-7853.33319	5	2	7	5	5	10	0	4	0	2	0	2
Cluster-7853.33320	134	199	232	219	136	116	130	194	178	166	118	168
Cluster-7853.33321	165	2189	13229	111	63	41	2807	8044	5889	1484	295	853
Cluster-7853.33322	9	6	9	7	11	3	10	12	6	4	0	3
Cluster-7853.33323	2	10	3	3	2	3	5	9	4	1	10	2
Cluster-7853.33324	931	674	659	1262	911	629	635	660	596	968	835	900
Cluster-7853.33325	11	5	9	5	5	4	4	5	4	2	5	3
Cluster-7853.33326	0	0	0	0	0	0	0	1	0	5	5	0
Cluster-7853.33327	156	59	18	85	59	70	54	31	9	42	131	38
Cluster-7853.33328	69	40	13	54	48	32	19	17	18	36	35	33
Cluster-7853.33329	42	38	8	58	35	49	3	9	5	22	48	19
Cluster-7853.33330	82	91	36	141	108	99	14	23	23	91	99	98
Cluster-7853.33331	20	16	152	79	54	84	186	219	189	187	196	187
