	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3
Cluster-7853.1728	0	0	1	1	3	1	2	2	1	1	1	3
Cluster-7853.1729	0	0	1	8	6	3	1	3	2	4	0	0
Cluster-7853.1730	6	0	3	7	5	4	10	6	5	15	11	11
Cluster-7853.1731	0	1	1	1	1	0	4	2	0	1	2	0
Cluster-7853.1732	29	29	47	56	62	21	21	44	33	45	30	31
Cluster-7853.1733	3	6	1	6	2	4	2	2	0	0	0	0
Cluster-7853.1734	2	0	1	1	1	0	2	1	2	2	0	0
Cluster-7853.1735	2	0	1	1	0	1	0	1	0	0	0	2
Cluster-7853.1736	27	89	51	190	123	94	13	74	93	139	70	125
Cluster-7853.1737	325	250	205	182	135	143	232	219	203	141	141	177
Cluster-7853.1738	109	77	99	210	189	158	120	144	126	144	140	157
Cluster-7853.1739	289	223	209	195	227	209	207	142	207	155	198	208
Cluster-7853.1740	5	7	6	4	14	5	8	16	4	3	6	3
Cluster-7853.1741	2	0	1	0	0	1	0	2	1	1	1	0
Cluster-7853.1742	14	2	17	13	25	20	13	4	14	20	18	6
Cluster-7853.1743	2	1	2	1	4	1	5	0	1	0	0	0
Cluster-7853.1744	0	0	0	6	0	3	0	0	0	0	0	0
Cluster-7853.1745	12	6	3	7	1	1	6	2	4	3	2	2
Cluster-7853.1746	5	2	1	0	1	0	2	3	2	1	1	3
Cluster-7853.1747	2	2	4	1	0	0	1	2	2	0	0	0
Cluster-7853.1748	9	52	61	43	26	30	9	44	84	20	23	76
Cluster-7853.1749	1	0	1	0	1	0	1	2	2	0	2	2
Cluster-7853.1750	14	5	9	9	5	5	30	14	5	5	9	5
Cluster-7853.1751	1	0	3	0	1	4	1	1	3	2	4	4
Cluster-7853.1752	2	0	1	1	0	1	12	7	1	0	1	2
Cluster-7853.1753	47	25	42	54	54	40	47	41	34	35	62	27
Cluster-7853.1754	0	0	0	4	0	0	1	1	0	0	3	1
Cluster-7853.1755	4	4	5	1	0	1	0	2	0	1	0	0
Cluster-7853.1756	65	85	156	58	38	24	122	113	139	31	38	36
Cluster-7853.1757	0	0	0	0	0	1	5	0	1	0	2	3
Cluster-7853.1758	233	232	232	112	68	117	281	274	244	189	124	181
Cluster-7853.1759	134	113	272	517	441	463	164	169	132	501	462	473
Cluster-7853.1760	1	0	1	3	3	1	1	0	0	1	1	0
Cluster-7853.1761	46	31	23	61	64	58	85	48	29	50	40	43
Cluster-7853.1762	54	89	488	504	367	427	201	524	668	714	421	591
Cluster-7853.1763	27	7	48	80	24	29	30	85	19	35	4	40
Cluster-7853.1764	0	1	11	22	12	11	9	4	1	11	0	5
Cluster-7853.1765	1	0	0	1	1	0	30	3	36	0	97	0
Cluster-7853.1766	262	210	227	156	128	120	312	244	206	110	129	159
Cluster-7853.1767	0	0	2	1	0	0	2	0	0	2	2	3
Cluster-7853.1768	41	118	87	114	127	59	62	91	164	98	59	96
Cluster-7853.1769	57	145	158	203	233	89	51	158	280	110	76	147
Cluster-7853.1770	25	14	23	20	27	25	35	26	22	29	31	31
Cluster-7853.1771	3	2	2	4	2	14	2	3	0	8	12	4
Cluster-7853.1772	51	39	39	31	54	14	41	60	59	24	23	38
Cluster-7853.1773	0	2	1	2	1	2	0	1	2	0	0	1
Cluster-7853.1774	24	39	37	12	15	13	16	38	36	11	12	16
Cluster-7853.1775	17	39	26	16	17	15	13	38	43	6	15	15
Cluster-7853.1776	4	2	3	0	0	3	1	1	1	0	0	1
Cluster-7853.1777	176	134	115	109	74	49	116	123	137	51	48	54
Cluster-7853.1778	0	0	0	0	0	0	0	0	0	0	9	9
Cluster-7853.1779	0	0	0	0	0	2	0	8	7	9	1	8
Cluster-7853.1780	459	289	273	241	223	181	361	372	272	187	264	213
Cluster-7853.1781	15	6	10	15	19	7	13	19	25	8	19	6
Cluster-7853.1782	3	4	8	13	4	5	11	7	7	7	6	5
Cluster-7853.1783	60	90	59	163	200	154	35	45	77	77	89	129
Cluster-7853.1784	77	88	40	369	344	251	41	33	50	150	187	208
Cluster-7853.1785	15	23	15	17	19	21	10	14	24	11	6	10
Cluster-7853.1786	0	1	3	0	2	2	1	2	0	0	0	2
Cluster-7853.1787	2	0	5	4	14	2	4	9	12	4	2	12
Cluster-7853.1788	115	69	123	131	125	174	92	128	53	100	124	128
Cluster-7853.1789	0	0	0	0	0	0	0	6	0	0	0	4
Cluster-7853.1790	0	0	0	0	1	0	0	3	1	1	2	0
Cluster-7853.1791	19	26	36	25	28	43	36	22	24	33	25	25
Cluster-7853.1792	1	3	1	9	24	43	0	0	4	5	4	3
Cluster-7853.1793	4	4	2	4	0	1	1	0	0	1	3	1
Cluster-7853.1794	69	48	40	112	74	98	56	46	17	44	63	54
Cluster-7853.1795	8	3	5	9	4	11	6	6	5	13	5	9
Cluster-7853.1796	15	21	13	5	5	1	8	8	11	4	3	8
Cluster-7853.1797	5	2	1	0	1	1	2	0	0	1	0	2
Cluster-7853.1798	48	71	39	26	25	24	28	18	34	56	19	50
Cluster-7853.1799	1	0	0	0	2	0	5	5	7	0	3	0
Cluster-7853.1800	8	8	5	3	4	3	3	8	2	0	7	0
Cluster-7853.1801	12	6	1	6	4	4	2	8	6	7	3	2
Cluster-7853.1802	0	0	0	0	0	2	5	1	1	0	5	3
Cluster-7853.1803	0	0	0	1	2	2	1	1	0	0	1	0
Cluster-7853.1804	7	0	5	0	1	3	5	7	0	0	5	4
Cluster-7853.1805	654	542	931	332	236	190	1032	987	712	310	300	300
Cluster-7853.1806	363	359	637	497	403	464	1011	740	648	638	455	626
Cluster-7853.1807	0	0	0	3	2	3	2	2	3	3	0	2
Cluster-7853.1808	0	2	1	0	0	9	0	0	0	1	2	0
Cluster-7853.1809	0	0	0	2	1	16	0	0	0	2	0	0
Cluster-7853.1810	1	0	0	0	5	4	0	0	0	0	0	0
Cluster-7853.1811	0	0	0	0	0	0	0	6	1	0	0	2
Cluster-7853.1812	0	2	5	12	15	16	0	1	1	1	4	3
Cluster-7853.1813	0	0	0	0	0	1	1	0	1	3	3	0
Cluster-7853.1814	0	0	0	0	0	1	5	6	1	1	0	4
Cluster-7853.1815	0	0	0	0	0	1	0	2	3	1	0	4
Cluster-7853.1816	0	1	10	6	7	0	0	35	17	10	4	13
Cluster-7853.1817	0	0	0	5	1	1	0	0	0	0	1	0
Cluster-7853.1818	3	4	0	1	3	1	0	0	0	3	0	0
Cluster-7853.1819	431	362	91	60	46	43	115	130	94	60	58	42
Cluster-7853.1820	0	2	0	0	0	4	6	2	4	1	0	0
Cluster-7853.1821	5	0	1	1	0	2	3	1	0	0	2	0
Cluster-7853.1822	3	0	4	1	0	1	5	1	2	0	0	0
Cluster-7853.1823	11	8	3	2	1	5	0	0	1	0	0	0
Cluster-7853.1824	0	3	1	2	0	0	0	2	5	1	6	5
Cluster-7853.1825	0	1	4	1	1	2	2	5	5	1	0	1
Cluster-7853.1826	0	1	7	0	0	1	0	0	0	0	0	0
Cluster-7853.1827	0	0	0	0	0	8	3	0	0	0	18	0
Cluster-7853.1828	197	137	100	35	43	24	208	191	137	32	67	35
Cluster-7853.1829	36	1	18	10	139	499	155	69	81	233	351	88
Cluster-7853.1830	48	52	41	51	25	33	24	51	33	19	29	38
Cluster-7853.1831	100	49	35	31	31	26	68	25	25	20	38	33
Cluster-7853.1832	0	0	0	1	0	1	14	0	3	7	17	5
Cluster-7853.1833	3	0	0	0	1	0	1	1	0	0	2	2
Cluster-7853.1834	87	63	71	49	46	46	61	97	59	38	28	62
Cluster-7853.1835	65	62	56	47	35	57	41	40	49	72	71	81
Cluster-7853.1836	1	2	1	3	0	0	4	0	0	1	2	1
Cluster-7853.1837	0	3	1	1	2	0	3	0	0	0	3	3
Cluster-7853.1838	312	377	470	145	88	78	387	450	380	146	124	129
Cluster-7853.1839	0	0	0	16	27	12	0	0	0	15	11	11
Cluster-7853.1840	69	40	57	220	148	241	54	38	82	139	240	357
Cluster-7853.1841	258	103	121	424	258	513	237	127	130	278	535	691
Cluster-7853.1842	2	3	0	4	1	2	2	3	0	0	1	1
Cluster-7853.1843	2	3	2	5	2	3	0	0	0	1	3	5
Cluster-7853.1844	33	29	26	49	34	22	17	36	36	37	22	41
Cluster-7853.1845	7	0	0	1	0	5	0	0	0	0	0	0
Cluster-7853.1846	0	0	0	0	0	1	0	0	0	0	4	0
Cluster-7853.1847	0	0	0	0	0	0	4	3	0	5	6	3
Cluster-7853.1848	28	9	13	17	13	23	29	19	16	11	17	9
Cluster-7853.1849	11	2	5	5	6	10	1	5	0	6	7	8
Cluster-7853.1850	0	0	0	0	0	4	4	3	0	0	5	4
Cluster-7853.1851	201	192	196	162	100	87	236	271	191	115	160	162
Cluster-7853.1852	28	17	39	8	7	11	45	43	38	9	12	4
Cluster-7853.1853	0	3	61	16	30	13	41	43	42	64	21	34
Cluster-7853.1854	0	0	0	0	0	2	1	2	5	2	0	3
Cluster-7853.1855	2	23	328	103	123	72	310	234	211	223	149	122
Cluster-7853.1856	0	5	153	132	86	122	95	114	116	167	128	117
Cluster-7853.1857	1	1	3	1	1	2	2	0	0	0	0	0
Cluster-7853.1858	5	0	1	2	1	3	0	2	0	0	0	1
Cluster-7853.1859	6	0	1	0	1	0	5	2	1	0	2	0
Cluster-7853.1860	0	2	1	0	0	0	0	1	0	0	4	1
Cluster-7853.1861	9	11	3	4	0	44	0	24	4	71	0	59
Cluster-7853.1862	0	0	1	7	6	4	0	0	1	0	0	0
Cluster-7853.1863	0	0	0	2	4	3	0	0	6	0	0	0
Cluster-7853.1864	11	71	46	155	72	490	133	275	187	504	220	389
Cluster-7853.1865	4	0	5	0	2	0	3	5	1	2	0	4
Cluster-7853.1866	131	66	100	68	60	29	151	138	117	53	55	54
Cluster-7853.1867	0	0	0	2	1	2	0	1	2	0	0	1
Cluster-7853.1868	145	134	100	123	116	83	132	123	152	147	136	132
Cluster-7853.1869	0	0	0	0	0	1	0	1	10	10	0	0
Cluster-7853.1870	2	2	7	6	7	3	6	6	5	5	2	3
Cluster-7853.1871	0	0	0	0	2	1	7	6	2	2	1	1
Cluster-7853.1872	781	640	533	578	669	762	548	486	435	325	335	411
Cluster-7853.1873	0	1	2	7	8	3	1	5	0	2	8	4
Cluster-7853.1874	0	1	1	4	5	8	6	3	8	2	2	0
Cluster-7853.1875	0	1	4	6	5	2	0	0	2	1	1	1
Cluster-7853.1876	0	0	1	2	3	1	0	0	0	1	0	1
Cluster-7853.1877	1	0	3	0	5	10	13	3	10	0	8	2
Cluster-7853.1878	2	2	6	2	3	4	2	7	1	1	14	0
Cluster-7853.1879	2	1	0	0	2	0	1	1	0	3	11	1
Cluster-7853.1880	2	0	1	2	3	3	0	0	0	0	0	2
Cluster-7853.1881	0	0	0	0	0	0	0	17	0	0	0	0
Cluster-7853.1882	0	0	5	0	0	7	0	0	0	0	0	0
Cluster-7853.1883	181	143	281	81	87	127	381	365	283	97	118	126
Cluster-7853.1884	0	2	0	0	0	0	1	2	4	2	4	1
Cluster-7853.1885	5	0	3	2	1	1	4	1	4	1	3	1
Cluster-7853.1886	0	0	0	2	8	1	0	0	0	0	0	7
Cluster-7853.1887	206	206	370	131	121	76	225	301	202	91	82	85
Cluster-7853.1888	785	614	389	272	227	236	538	478	315	305	287	318
Cluster-7853.1889	0	3	0	0	1	1	1	1	2	0	0	1
Cluster-7853.1890	2	4	3	0	0	1	0	0	3	0	0	0
Cluster-7853.1891	0	1	1	2	1	0	1	0	0	1	6	3
Cluster-7853.1892	0	0	1	0	0	0	2	4	1	0	0	0
Cluster-7853.1893	26	54	221	325	345	321	246	404	515	305	384	318
Cluster-7853.1894	0	0	0	0	4	3	4	0	0	0	0	0
Cluster-7853.1895	164	101	67	128	78	76	156	111	59	71	128	83
Cluster-7853.1896	1	15	9	7	1	2	2	1	15	6	4	11
Cluster-7853.1897	15	134	108	55	41	32	16	93	144	61	66	39
Cluster-7853.1898	16	24	27	34	16	13	15	23	18	18	12	16
Cluster-7853.1899	34	33	29	15	10	9	7	21	27	16	13	25
Cluster-7853.1900	17	39	26	25	17	15	14	26	38	25	18	18
Cluster-7853.1901	3	3	4	0	0	0	0	0	0	0	0	0
Cluster-7853.1902	0	0	0	0	6	8	0	0	0	0	1	0
Cluster-7853.1903	8	29	20	44	22	24	7	23	24	24	13	27
Cluster-7853.1904	4	0	1	2	2	2	2	2	2	1	1	1
Cluster-7853.1905	0	0	0	2	0	8	0	0	0	0	0	0
Cluster-7853.1906	13	21	18	29	18	27	5	19	15	14	9	19
Cluster-7853.1907	0	1	0	0	3	2	0	0	2	1	2	0
Cluster-7853.1908	170	55	58	217	239	240	129	91	60	152	218	123
Cluster-7853.1909	257	267	269	151	125	162	305	286	224	170	175	150
Cluster-7853.1910	656	466	484	141	104	91	633	659	607	198	159	154
Cluster-7853.1911	1	1	5	0	0	0	1	0	1	0	1	0
Cluster-7853.1912	24	27	36	48	59	41	30	44	47	36	38	40
Cluster-7853.1913	109	82	113	61	59	69	130	112	55	61	56	69
Cluster-7853.1914	0	0	0	2	0	2	0	4	7	16	12	1
Cluster-7853.1915	8	3	67	701	235	180	16	66	76	487	321	783
Cluster-7853.1916	7	2	7	0	4	1	4	7	6	0	0	2
Cluster-7853.1917	0	0	0	0	0	3	5	5	2	2	8	3
Cluster-7853.1918	0	4	2	2	0	2	2	0	0	0	0	0
Cluster-7853.1919	0	0	0	0	0	0	1	0	0	0	0	5
Cluster-7853.1920	0	0	0	0	0	4	0	0	0	0	5	0
Cluster-7853.1921	0	0	0	2	5	9	0	0	0	0	0	3
Cluster-7853.1922	0	1	1	1	0	1	1	2	1	1	0	2
Cluster-7853.1923	2	0	0	2	1	0	0	3	1	0	1	1
Cluster-7853.1924	2	1	3	0	0	3	2	1	1	0	1	8
Cluster-7853.1925	4	1	2	0	3	1	2	4	1	3	1	0
Cluster-7853.1926	0	1	0	0	2	18	0	1	1	2	1	0
Cluster-7853.1927	0	0	0	0	0	0	2	3	12	0	3	7
Cluster-7853.1928	0	0	0	0	1	4	4	0	0	1	2	2
Cluster-7853.1929	1	1	3	16	10	15	3	3	14	9	15	65
Cluster-7853.1930	0	0	0	0	0	0	5	0	0	5	1	1
Cluster-7853.1931	0	0	4	6	0	2	0	0	0	0	0	0
Cluster-7853.1932	0	0	0	0	0	5	2	0	0	0	8	2
Cluster-7853.1933	699	659	481	153	130	157	686	617	331	275	236	182
Cluster-7853.1934	10	10	5	14	12	12	5	6	1	10	7	12
Cluster-7853.1935	21	16	16	31	38	38	9	21	10	17	18	23
Cluster-7853.1936	0	0	0	3	3	1	0	1	0	0	1	0
Cluster-7853.1937	3	2	0	4	2	1	1	1	1	0	0	4
Cluster-7853.1938	17	47	23	49	39	31	14	20	23	22	19	28
Cluster-7853.1939	0	2	104	108	219	225	64	83	335	115	188	115
Cluster-7853.1940	0	2	9	15	11	11	1	1	4	9	16	14
Cluster-7853.1941	0	0	1	0	3	2	0	2	1	0	0	1
Cluster-7853.1942	0	1	2	1	8	4	0	1	1	1	0	0
Cluster-7853.1943	261	317	255	225	171	141	157	269	292	186	138	253
Cluster-7853.1944	3	1	1	70	104	139	0	2	2	786	1982	428
Cluster-7853.1945	73	53	69	66	45	73	67	94	57	56	47	64
Cluster-7853.1946	0	0	1	4	0	3	0	2	0	2	0	0
Cluster-7853.1947	0	0	0	0	0	2	12	2	0	2	0	0
Cluster-7853.1948	0	3	2	0	1	2	0	1	0	2	1	0
Cluster-7853.1949	0	0	1	2	0	3	2	1	1	1	2	1
Cluster-7853.1950	0	0	0	2	0	2	0	0	0	7	4	6
Cluster-7853.1951	35	1	0	143	62	129	5	0	65	599	973	461
Cluster-7853.1952	23	1	4	94	52	61	4	0	8	106	675	315
Cluster-7853.1953	75	68	25	40	110	78	154	192	23	33	102	80
Cluster-7853.1954	1	3	0	1	6	2	4	8	5	6	4	2
Cluster-7853.1955	0	0	0	1	2	1	0	0	0	2	4	1
Cluster-7853.1956	0	0	0	7	4	2	0	0	0	0	1	0
Cluster-7853.1957	22	18	28	24	28	35	20	22	8	12	19	13
Cluster-7853.1958	138	96	82	136	146	98	99	95	78	100	95	109
Cluster-7853.1959	288	174	187	101	84	64	253	245	219	112	108	132
Cluster-7853.1960	0	1	0	1	2	1	3	0	0	0	1	1
Cluster-7853.1961	83	98	98	113	100	73	68	94	87	49	74	67
Cluster-7853.1962	0	1	0	6	6	11	2	1	1	3	15	5
Cluster-7853.1963	94	68	67	22	22	29	71	55	34	18	22	24
Cluster-7853.1964	0	0	0	1	0	5	1	0	0	0	0	0
Cluster-7853.1965	9	8	5	6	4	5	17	13	2	0	11	6
Cluster-7853.1966	88	59	286	180	222	132	275	433	164	218	244	161
Cluster-7853.1967	72	83	20	38	28	22	24	40	60	9	16	13
Cluster-7853.1968	6	0	0	1	0	1	0	1	0	0	1	0
Cluster-7853.1969	0	0	0	0	0	0	17	0	7	1	0	0
Cluster-7853.1970	0	0	0	0	0	1	1	8	0	0	0	0
Cluster-7853.1971	163	54	38	194	189	168	73	42	35	63	136	81
Cluster-7853.1972	39	16	19	30	8	15	12	11	4	16	5	15
Cluster-7853.1973	12	4	2	2	1	6	21	16	2	11	19	22
Cluster-7853.1974	32	17	20	26	17	27	11	14	22	23	41	24
Cluster-7853.1975	81	84	70	168	107	84	45	71	54	132	29	85
Cluster-7853.1976	7	2	9	4	10	12	5	9	0	1	14	3
Cluster-7853.1977	3	1	3	1	0	0	0	1	0	0	0	0
Cluster-7853.1978	0	0	5	0	2	1	1	1	0	1	0	1
Cluster-7853.1979	63	53	119	34	49	57	137	151	91	53	52	35
Cluster-7853.1980	1	6	2	0	2	0	0	6	0	2	1	1
Cluster-7853.1981	6	2	7	7	1	2	0	3	4	2	0	0
Cluster-7853.1982	0	0	2	0	0	2	0	8	2	5	2	0
Cluster-7853.1983	21	61	158	491	463	582	248	297	167	335	141	318
Cluster-7853.1984	1	2	3	2	1	0	0	0	0	0	0	1
Cluster-7853.1985	1	0	1	1	0	0	1	1	1	3	3	5
Cluster-7853.1986	6	1	7	11	9	3	7	5	7	2	0	5
Cluster-7853.1987	14	0	0	67	127	59	1	0	1	29	68	16
Cluster-7853.1988	526	365	238	197	172	179	410	417	235	171	195	159
Cluster-7853.1989	1	2	0	2	0	3	0	0	2	0	1	0
Cluster-7853.1990	172	121	114	79	62	83	222	200	128	101	93	95
Cluster-7853.1991	0	0	0	0	0	0	2	0	1	0	3	2
Cluster-7853.1992	117	99	151	56	37	45	4	2	0	0	1	0
Cluster-7853.1993	265	260	399	182	127	92	660	726	569	253	250	230
Cluster-7853.1994	161	97	325	810	566	540	402	261	178	369	538	920
Cluster-7853.1995	116	62	89	42	51	43	127	131	66	23	19	33
Cluster-7853.1996	4	1	0	1	1	1	1	0	0	0	2	1
Cluster-7853.1997	16	20	25	31	45	33	33	24	14	20	36	21
Cluster-7853.1998	7	1	0	1	4	0	1	0	1	1	1	0
Cluster-7853.1999	7	2	7	11	24	9	3	10	7	1	7	7
Cluster-7853.2000	95	88	57	101	120	77	36	83	71	79	56	74
Cluster-7853.2001	107	81	99	35	32	42	138	99	64	60	56	43
Cluster-7853.2002	2	5	4	0	0	2	3	7	1	5	1	1
Cluster-7853.2003	35	15	5	27	21	28	12	14	1	10	19	13
Cluster-7853.2004	32	67	61	139	93	54	18	48	85	63	49	72
Cluster-7853.2005	20	6	11	13	11	6	4	6	5	7	2	4
Cluster-7853.2006	0	3	2	2	1	3	0	2	2	1	1	2
Cluster-7853.2007	324	179	252	201	148	144	282	270	227	136	155	166
Cluster-7853.2008	315	296	285	141	159	109	269	290	220	151	130	150
Cluster-7853.2009	0	0	0	0	0	1	6	6	2	0	0	1
Cluster-7853.2010	6	1	11	8	1	18	7	16	11	1	4	2
Cluster-7853.2011	572	560	396	531	424	495	429	486	423	391	484	433
Cluster-7853.2012	183	147	111	108	79	87	146	130	87	67	105	93
Cluster-7853.2013	319	339	248	359	289	356	163	224	274	254	263	277
Cluster-7853.2014	3	3	3	1	4	1	0	0	1	0	0	0
Cluster-7853.2015	377	256	84	201	189	360	113	88	75	130	219	139
Cluster-7853.2016	172	129	137	124	113	102	168	127	124	86	73	91
Cluster-7853.2017	14	3	15	2	3	2	3	3	3	4	1	0
Cluster-7853.2018	131	89	70	126	130	100	144	56	82	41	55	73
Cluster-7853.2019	196	212	277	248	243	161	170	262	315	141	151	173
Cluster-7853.2020	309	235	369	188	224	115	436	336	270	161	157	187
Cluster-7853.2021	8	6	1	6	6	1	4	5	2	1	1	2
Cluster-7853.2022	305	182	117	121	133	64	206	188	153	101	146	153
Cluster-7853.2023	91	93	79	23	24	19	120	110	62	13	15	16
Cluster-7853.2024	456	267	671	322	284	264	848	633	583	256	258	291
Cluster-7853.2025	0	0	0	0	0	0	0	8	0	0	0	2
Cluster-7853.2026	65	47	63	62	49	84	58	61	51	76	28	70
Cluster-7853.2027	27	6	18	15	5	70	9	10	7	51	14	22
Cluster-7853.2028	89	120	76	110	100	15	50	61	42	71	47	40
Cluster-7853.2029	43	45	37	42	30	0	0	27	0	32	22	6
Cluster-7853.2030	3	0	0	1	4	0	0	0	0	0	0	0
Cluster-7853.2031	0	1	1	3	1	1	0	1	0	0	0	1
Cluster-7853.2032	32	53	39	63	47	28	24	17	42	30	47	36
Cluster-7853.2033	0	0	0	0	0	0	9	1	1	5	0	7
Cluster-7853.2034	199	113	61	254	141	170	145	89	78	77	195	160
Cluster-7853.2035	553	555	784	598	348	372	760	668	858	737	588	747
Cluster-7853.2036	22	31	22	24	17	27	22	27	13	21	30	11
Cluster-7853.2037	0	0	0	0	1	0	6	0	4	1	4	0
Cluster-7853.2038	4	2	7	5	5	8	4	5	2	3	2	5
Cluster-7853.2039	75	73	78	58	42	52	45	77	65	30	32	46
Cluster-7853.2040	425	326	438	571	538	621	356	444	367	561	343	580
Cluster-7853.2041	2	1	3	2	1	4	0	4	3	2	4	0
Cluster-7853.2042	25	3	16	14	13	6	16	9	17	7	16	2
Cluster-7853.2043	8	0	0	4	6	2	2	3	0	1	1	0
Cluster-7853.2044	522	343	352	326	278	400	405	386	276	350	358	320
Cluster-7853.2045	141	120	84	65	51	43	100	101	107	80	75	74
Cluster-7853.2046	359	281	288	320	243	308	220	273	196	181	340	230
Cluster-7853.2047	0	0	4	0	3	3	0	0	1	0	1	0
Cluster-7853.2048	208	125	89	133	202	130	154	134	100	95	210	161
Cluster-7853.2049	4	1	0	2	0	0	0	2	0	0	2	0
Cluster-7853.2050	253	115	190	200	124	115	278	277	193	164	276	184
Cluster-7853.2051	223	208	144	233	246	178	155	141	124	104	175	127
Cluster-7853.2052	1	0	0	0	0	0	0	6	3	8	0	2
Cluster-7853.2053	40	65	77	70	36	23	20	78	70	36	34	33
Cluster-7853.2054	1	3	2	2	3	0	2	0	0	0	0	0
Cluster-7853.2055	589	519	850	421	361	327	1238	875	655	405	331	404
Cluster-7853.2056	51	49	45	19	19	15	57	83	58	23	34	24
Cluster-7853.2057	60	58	49	19	14	23	31	53	16	13	10	16
Cluster-7853.2058	225	276	54	59	36	30	106	76	60	37	36	36
Cluster-7853.2059	67	37	103	534	215	372	47	83	96	494	492	420
Cluster-7853.2060	174	419	142	359	343	292	48	105	208	191	124	220
Cluster-7853.2061	45	50	42	85	158	41	19	32	38	37	33	45
Cluster-7853.2062	1	0	1	1	6	1	1	1	0	1	0	0
Cluster-7853.2063	0	0	2	8	2	1	1	1	0	5	1	0
Cluster-7853.2064	276	353	293	378	257	301	239	302	244	212	324	258
Cluster-7853.2065	13	8	5	2	1	2	1	6	3	2	2	1
Cluster-7853.2066	118	159	165	112	124	152	149	203	123	89	156	109
Cluster-7853.2067	538	257	96	196	237	210	110	107	61	72	128	110
Cluster-7853.2068	0	3	1	1	0	1	2	1	1	3	0	1
Cluster-7853.2069	1004	174	250	241	381	182	522	304	256	173	237	177
Cluster-7853.2070	180	104	230	96	58	45	266	304	193	44	80	46
Cluster-7853.2071	4	1	1	4	4	2	1	3	2	0	4	1
Cluster-7853.2072	1	1	2	11	4	1	5	3	2	0	0	0
Cluster-7853.2073	6	18	5	4	3	5	10	7	2	7	1	5
Cluster-7853.2074	14	25	15	16	21	18	4	13	18	11	11	15
Cluster-7853.2075	10	23	15	16	19	17	7	20	23	11	10	15
Cluster-7853.2076	3	0	2	4	1	2	3	3	5	1	0	0
Cluster-7853.2077	3	3	1	6	4	1	0	0	3	1	0	0
Cluster-7853.2078	249	145	364	245	280	216	453	314	317	168	266	242
Cluster-7853.2079	11	6	1	518	433	142	10	0	168	326	15	45
Cluster-7853.2080	2	7	4	14	10	11	0	5	4	2	1	3
Cluster-7853.2081	8	15	12	28	28	31	7	4	3	2	3	0
Cluster-7853.2082	1	1	2	3	1	1	1	1	2	4	1	2
Cluster-7853.2083	8	1	2	6	6	3	1	0	4	2	5	3
Cluster-7853.2084	249	178	151	161	149	106	209	198	183	80	114	97
Cluster-7853.2085	0	2	0	2	1	0	11	8	3	1	5	2
Cluster-7853.2086	993	511	587	327	424	283	719	739	511	252	232	265
Cluster-7853.2087	133	111	181	131	125	158	126	187	112	98	124	133
Cluster-7853.2088	47	21	19	13	15	14	28	27	4	8	26	16
Cluster-7853.2089	188	154	128	120	103	97	93	125	114	80	119	123
Cluster-7853.2090	0	1	0	0	2	0	4	1	0	1	1	0
Cluster-7853.2091	15	22	33	26	30	47	24	33	20	19	32	44
Cluster-7853.2092	7	10	7	17	26	16	7	16	17	12	13	11
Cluster-7853.2093	351	357	66	221	268	165	174	76	87	224	187	112
Cluster-7853.2094	12	0	29	22	26	7	336	301	298	16	44	14
Cluster-7853.2095	0	0	8	32	29	6	16	31	23	7	1	9
Cluster-7853.2096	2	0	1	5	14	10	2	5	2	2	2	5
Cluster-7853.2097	2	0	3	0	4	1	2	2	1	0	0	2
Cluster-7853.2098	2	0	2	3	1	0	1	2	0	0	7	1
Cluster-7853.2099	23	9	32	689	367	269	36	54	236	492	359	207
Cluster-7853.2100	292	295	356	82	55	80	540	450	361	108	95	95
Cluster-7853.2101	0	1	1	1	2	0	0	2	0	0	2	6
Cluster-7853.2102	1	0	1	3	3	3	2	3	1	3	1	5
Cluster-7853.2103	1959	2541	511	462	407	333	806	587	562	354	259	324
Cluster-7853.2104	573	237	6	23	15	7	30	13	12	17	23	7
Cluster-7853.2105	122	136	117	166	165	125	91	95	95	109	79	161
Cluster-7853.2106	8	4	6	1	8	2	9	3	0	2	1	0
Cluster-7853.2107	0	0	1	0	1	0	3	6	4	1	0	0
Cluster-7853.2108	2	1	1	1	1	1	1	1	1	0	0	0
Cluster-7853.2109	0	1	0	3	1	1	11	8	0	0	0	11
Cluster-7853.2110	44	270	58	73	296	190	69	68	109	139	98	197
Cluster-7853.2111	6	13	0	0	4	9	21	11	3	2	7	6
Cluster-7853.2112	0	0	3	2	0	2	0	5	1	1	5	1
Cluster-7853.2113	1	0	3	1	2	1	5	1	4	4	0	1
Cluster-7853.2114	328	351	467	124	185	178	520	485	319	164	190	147
Cluster-7853.2115	0	0	0	0	0	0	7	8	0	0	0	0
Cluster-7853.2116	83	83	97	81	34	40	164	159	133	74	83	75
Cluster-7853.2117	1	1	1	2	1	2	0	2	0	1	4	1
Cluster-7853.2118	0	0	0	0	1	0	1	1	1	0	3	0
Cluster-7853.2119	93	142	100	112	69	53	44	110	116	64	53	94
Cluster-7853.2120	16	17	14	4	14	1	17	20	19	10	13	12
Cluster-7853.2121	91	76	97	82	65	49	51	72	47	43	28	12
Cluster-7853.2122	0	0	0	0	5	0	5	1	2	1	0	1
Cluster-7853.2123	24	16	177	189	243	137	137	422	230	99	159	135
Cluster-7853.2124	0	0	0	11	12	12	6	0	1	20	2	7
Cluster-7853.2125	61	25	1	0	0	1	3	7	0	2	0	0
